conversation_id,company,conversation,summary
88d8ca340d7d58603205e69228ca66f1,O2,"Support: There’s a problem affecting some customers’ mobile service. Engineers are working to restore full service asap. http://t.co/x1vjMP3a
Customer: with tu go closing what can we use if no 3g signal at home. Phone 4g enabled but no signal or 3g.CW4 postcode. Jodrell Bank kicks out signal
Support: Hi there, TU go is ending but we'll still be offering Wifi &amp; 4G calling - https://t.co/Y8R3nwSDhB
Customer: that is not much good when I don't get a mobile phone signal at home. Not even 3g let alone 4G.
Support: The general CW4 area looks fine. How long have you been having issues for? DM ✉ us the full postcode: https://t.co/Xe5i4kfJ97",
177708352966b41f6d31ede5158b2f33,NikeSupport,"Customer: if I know my (old) username for Nike+ how can I find which email account it's linked up to?
Support: If you provide us with your Nike+ screen name (case sensitive) we can supply you with the email that 's linked to your account.
Customer: thanks, screen name: stu_vaz
Support: The email address used for this account is __email__. Let us know if you have any further questions.
Customer: Thanks I'm in. But I'm not seeing any recent uploaded workouts? The nike+ connect utility (mac) is saying they're successful
Support: Do you have another Nike+ account? If you have another screen name or email we can check and see if the runs are there.
Customer: the device says stu_vaz is the user so should be ok? Is there a way just to resync with a new account? I'll just start again!
Support: Merging Nike+ accounts isn't an option as of now. Are you missing a majority of your runs?
Customer: Is merging accounts an option now...? I have a vast majority of my runs on a different account than I now use.
Support: This feature is not available in NRC or NikePlus. However, we have passed your feedback to our team.",
29b1901dcfe9864511f0851262235957,AirAsiaSupport,"Customer: pls change gender from male to female. booking QF4KRH. customer name "" FATIMAH."" TQ
Customer: Hi,kindly drop a tweet to our Customer Care team at @115798 with details for further assistance.
Customer: @242871 @115798 hi AirAsia, can i just change the gender of my booking into Ms. instead of Mr. ?
Customer: @242871 @115798 Good morning! Can you help me? i would like to change the title of my uncle's plane ticket to Mr. instead of Ms. please help. Booking # RRU4MH. Thank you.
Customer: @242871 @115798 I would to change my title from mr pan jiamin to ms pan jiamin and the booking number is HH49TI....tqvm
Customer: @242871 @115798 hi, our team at @AirAsiaSupport will be able to assist you on this. Just drop them a tweet. Thank you.
Customer: @242871 @115798 hi, our team at @AirAsiaSupport will be able to amend this for you. Just drop them a tweet. Thank you.
Support: We’ve amend accordingly. Please check your mailbox for the revised itinerary. Thanks-Sha
Customer: @242871 @115798 @AirAsiaSupport Okay thanks",
74cc1254746321fd09693b545a9e1498,AskCiti,"Customer: What is the cost for notary public services for Citi members?
Support: Thank you for the inquiry. There would be a fee of $10.00 for each signature, depending on the type of notary requested. 1/2
Customer: @313045 Really @askciti ? Becasue I just got back from Bryant Park branch where they told me you only notarize you own bank documents.
Customer: @313045 I am long time customer but I really think it's time for change. Citi gets worse every year.
Support: (1/2)I certainly understand the frustration.
Support: (2/2) If you would like to speak to someone by phone to hear ur concerns pls confirm ur acct type (No Acc#'s/PINs). TY*TW https://t.co/gvC4jAOA9c
Customer: No thanks, I wasted enough time going to your branch. Don't need waste more time to listen to standard BS.",
bed22c4157d28b794b63eaa9388610d6,TMobileHelp,"Customer: My phone has been sucking major balls lately! #UnsatisfiedTMobileCustomer &lt;&lt; What's new?
Customer: Sista, you not the only one. #unsatisfiedtmobilecustomer @115911 won't help you. If I were you, I'd go to another company. I am.
Support: I'll meet you in DM. *FeliciaPorter",
f66f3411311a6c877dfdf5b5332a308a,VirginTrains,"Support: Good Morning all. Stephen ^SW, Richard ^RM &amp; Luke ^LF here to today to answer your tweets until 20:00. Hope your day is going well so far!
Customer: problem yesterday but have now found my seat res in the app. what is this about activation of ticket, when do i do this
Support: If  you have an M-ticket you need to activate it just before travel. ^SW
Customer: I can see the ticket on my device but the app crashes every time I try to access.
Support: When are you travelling, Graham? ^MM",
645b3bad9d403e399b1f6bd3283a6598,GoDaddyHelp,"Customer: Status Alert: Hey, all. We're aware of the trouble people are having with our site. We're working on it.
Customer: can't access my webpage for editing please help
Customer: when u will solve this problem
Customer: Domains not working as of 11/5/17 at 11:30 am
Customer: everytime my domain goes down @100127.com, please rectify it ASAP. Im loosing clients
Support: Hi Steven. What is the website you're trying to edit and what happens when you try to access it? Can you provide screenshots?^W https://t.co/rYq25s2Pfj
Support: The tweet you are replying to is from 2012, and this issue has since been resolved. ^G
Support: Which domain are you having trouble with? That status you're commenting on was resolved some time ago. ^CG
Support: I'm sorry to hear. Looks to be up now. Reach out to live support next time it's down to troubleshoot: https://t.co/YvXd61Bs6D ^H",
f6ebea9c4dba67d93d15a0d3d1252482,AskCiti,"Support: Great to hear! #custserv PRT: @172728 ... Love the service of #Citi. ""No need to visit branch"" :-)
Customer: @172728 I just changed my name.  How do I change the name on my account?  There are no citibank branches where I live.
Support: Thanks for the tweet. What type of account do you have? (checking, savings, credit card, mortgage, etc)
Customer: checking
Support: You can contact us at 1-800-274-6660 and we can send out a packet for you to fill out in order to change your name.
Customer: will do, thanks
Support: You can send the request to: Citibank Service Center 
c/o Branch and Client Services 
100 Citibank Drive San Antonio, TX 78245
Customer: @172726 buenas tardes cta de cheque no 9138858448 hace un mes mande una carta pidiendo reactivar mi cuenta. por favor denme respuesta gracias
Support: Hello. We haven't received a reply so we will consider this issue resolved. If u need further assistance, pls let us know.  ^JJ
Support: We'd like to see how we can help. Pls click to DM acct type &amp; country. Also ask that u delete ur posted acct#. Thx. ^RS https://t.co/gvC4jAOA9c
Support: Emy,  let us know if you still need help. Please provide the previously requested info only. Kind Regards, ^SJ https://t.co/gvC4jAOA9c",
8de78a7672f8a463ec4a8e14052e156e,ChipotleTweets,"Customer: I just moved from Cleveland, Oh to Newnan, Ga and there's no chipotle here. Do you think we can do something about this?
Support: Hmm, no plans for Newnan yet, but I hope we get there someday! - Joe
Customer: @204348 Decided to Google to see if there were any plans for Chipotle in Newnan.. *le sigh*
Customer: @204348 Newnan &amp; Peachtree City would be excellent locations because the population has very high income. Im surprise there isn't one in the area.
Customer: @ChipotleTweets Tell me about it. 5 years later and still nothing 😕",
84d2f5b6421b834e17b284f44297f89c,Ask_WellsFargo,"Customer: We apologize to customers who may be experiencing limited access to @116827.com &amp; online banking. We are working to quickly…
Customer: Bill Pay isn't working.  When will it be up?
Customer: account charged for atm withdrawal but no money received... frustrating
Customer: When will online banking be up and running again ? @116827
Customer: your site is still down.  Thanks for having a twitter account so I can complain and share my frustration while feeling heard
Customer: Text banking has not working for me for over 24 hours.  What's going on?  No idea how to fix
Customer: you guys suck
Customer: Your not working fast enough
Customer: i haven't been able to login for like a week. tried computer browser, phone browser, phone app, even my friends phone app. all ""unavailable""
Customer: Is your system still down? I've been trying to logon since Monday and have not been able to. I thought it was because I just reactivated
Support: We apologize for any inconvenience this may have caused. According to my records, this issue has been resolved. If you are still experiencing problems, pls send a DM with your full name, phone number, and address so we can look into it for you (no acct #). Thanks. ^CL https://t.co/q1oBDuYAdh
Support: Please report this immediately to us by calling 1-800-869-3557. Our specialists are available 24 hours a day, 7 days a week. If you need further support, DM us with the exact address of the ATM you mentioned and more details about this (no account numbers). ^LC https://t.co/q1oBDuYAdh
Support: Try clearing cache &amp; cookies, or use another browser. Hope this works. For more info, visit https://t.co/TzAavW4eTO. Thx. ^MH
Support: We’re not seeing widespread impact but some customers may still have intermittent access. We are working to resolve. ^SP
Support: I can look into your text banking concern, Kris. DM us with your full name, phone number, and address (no account number). ^RG https://t.co/q1oBDuYAdh
Support: What happened? Pls tell me and I'll look into your concern (no acct #). Thanks. ^RP https://t.co/q1oBDuYAdh
Support: Visit https://t.co/Y4XdLds1ff for tips to help you log off the app. If that doesn't work, call us at 1-800-956-4442. ^CL
Support: Please try closing the app &amp; restarting the device. For immediate help, pls call 1-800-956-4442 to speak to a banker...
Support: ...If you'd prefer to have us research the issue, send us a DM with your full name, phone number, &amp; address (no acct #). Thx. ^CS https://t.co/q1oBDuYAdh
Support: Hello, have you tried to clear your cache/cookies or using another browser? Let us know if you still need help. Thanks. ^KJ
Customer: @531929 If this is not resolved by tomorrow or late tonight I'm fuckin done doing business with wells Fargo
Customer: Please fix this annoying problem
Customer: Fuck wells Fargo take your sweet fuckin time
Customer: This application is ridiculous fix this problem what good is your damn banking app if you can't fix the problem
Customer: I have no choice but to keep complaining here on your wells Fargo social media on Twitter till you fix damn issue
Customer: People are tired of this shit
Customer: You need to fix problem
Support: I just replied to your DM, Michael. Please review it at your earliest convenience. ^DQ
Customer: Your mobile fuckin app is a piece of fuckin shit
Customer: Fuck wells Fargo
Customer: I can't deal with your bank anymore I'm lookin to leave wells Fargo your customer service skills suck
Customer: And I'll get the service I deserve elsewhere
Customer: Stop wasting my time and other people's time
Customer: And your going to tell me it could take 24 to 48 hours for someone to get back to me fuck that shit to if I have to go to another bank I'll post everything online about your bank
Customer: Thanks for wasting my time
Customer: I'm going to close my account as well
Customer: I'll just take this stupid fuckin application off my device you people or should I say your engineering team are lame",
4bed81e930c38ef3e7b5b525aab7bc77,AirAsiaSupport,"Customer: Dear @115802, this keep happening eventhough I've clear all cache. How I'm supposed to do? http://t.co/BjTMSef5
Customer: Hi, kindly leave all the travel document details in Guest Details page empty to proceed your booking.
Customer: @561405 Hello, can I get my travel document I mn tax I voice
Customer: @561405 I mn tax invoice
Customer: @561405 What is airasia's customer care number
Support: Hi Tankeswar, click https://t.co/njJjKCd6SV for our contact centers. How may we assist you though? -Floi
Customer: India customer care says wroung
Customer: My booking number is PSF55B, FLIGHT- I5784, please mail me my tax invoice, I m waiting....
Customer: Travel date 05 Oct 17, from guwahati to Delhi
Support: Hi Tankeswar, You may click here : https://t.co/fpPdOyRHeI to retrieve the Tax Invoice for your flight. Thanks - Khairul
Customer: Link u provide is asked booking confirmation number where I get this??
Customer: I m asking for travel itinerary from last 10 days but not succeed, is it so difficult??
Customer: Toll free not working, live chat q is too long to wait, what should I hv to do for this
Support: Hi Tankeswar, if you need the itinerary, we've resent it so please check your mailbox/Spam. Thanks. -Floi",
0a66001adbcd88901c7f440eca23fa36,idea_cares,"Customer: Kumar Mangalam Birla: A Man For All Seasons. Read more: http://t.co/J6TVfdK0 #leader (via @87639)
Customer: feel some shame and return my money back looters
Customer: @118471 What happened?
Customer: @118471 since last one moth internet voice call services r down &amp; pathetic idea only gives complaint no's nothing else
Support: Apologies for the trouble. We understand how frustrating this can be. As per your concern 1-147447571074 your data services are working fine from our end, kindly observe the services for few days.
Regards,
Darshan.
Customer: who said my data services are working you insane idea. My incoming outgoing has also stopped. You liers and looters",
05168fbc92c81e44de9f703f7893cfc5,SW_Help,"Customer: I didn't think you could drink alcohol on @3975 - man on carriage just cracked open a can!
Support: The alcohol ban doesn't apply to National Rail services. Only Transport for London.
Customer: @109416 Is this still the case?
Support: @109416 Hi Matt, yes it is. ^NM
Customer: @793781 @109416 Good to hear 💯👌 https://t.co/Tt5GfrWSRP",
d348eb1ab24cea114f7a4926e7977185,VirginTrains,"Support: Why not try a First Class Upgrade today? As low as £10 one-way. Give the big blue seats a whirl; upgrade on board! http://t.co/gDOJy5Tx ^PXL
Customer: How much does a 1st class upgrade from London Euston to Manchester Piccadilly cost",
1121500c5714eb5f7c71c0d08e0529b6,Delta,"Customer: I wish you made it more pleasant to check into a full flight. It's stressful enough. #deltaairlines
Support: Hi Christine, we sincerely appreciate you providing your feedback. I will definitely forward this on for review. Thanks for tweeting,  *TLT",
ae46201afa587a4feff2566cd50d436d,Delta,"Customer: Thanks for the birthday present @delta !  Nothing beats a surprise 1st class upgrade as I board a 6am flight ! http://t.co/kiOKucYT
Support: Welcome aboard! Thanks for flying Delta.  *AJR",
72ad7b59ebad79632e92d2d41fb12f30,VirginTrains,"Customer: still stuck with 90p a bag of plain crisps for meals. Come on VT stop excluding vegans! We can't always carry lunch boxes!
Support: Hi LittleBlueHenSoap, what vegan produce do you think we need the most? and is this in First Class or the Shop? ^AM
Customer: So the original message is from 2012! Here I am on a virgin train 5 years later and STILL  nothing vegan! #vegan #virginsuck
Support: Which service are you on? We do offer Vegan options. ^PA
Customer: 1st class from London Euston to Birmingham.... offered veggie option which is egg
Support: At the weekend they not have all the options as it is a reduced service.^PA
Customer: That's ok.... I'll only be vegan during weekdays then....says no vegan ever
Support: I'm sorry for that, I'll pass on your feedback. ^PA",
dc682dc3f5f8964f474cad70d365af11,UPSHelp,"Customer: do you not accept the Apple 'pre-sign for delivery' form?? Your guy won't leave pkg without a live person... we have jobs!
Support: Hmm. They should leave it if you have the pre-sign form from Apple. Email tracking info to __email__. ^LK @115817
Customer: @475986 @115817 Same for me! @115817 didn’t leave it! Why do I know more than the UPS drivers and your agents? @AppleSupport Stop using UPS
Customer: @115817 You need to talk to your people. Every person I’ve talked to has no idea they could leave it with that pre-sign form from @AppleSupport",
22e47a2523bf78ddf0427add93f6030c,airtel_care,"Customer: pls I ve been barred from recharging my fone
Customer: Apologies. Kindly check now. Line should be ok. Try recharging again and revert with observation and response.
Customer: I tried loading wit d *126*pin# but it keeps telling me invalid activation no
Customer: Error is from the recharge pin. Kindly provide us with your mobile number, serial number or the recharge card and the pin.
Customer: Please I've being trying to recharge my line and it keeps saying invalid activation number
Support: Hello @507909, kindly provide the recharge card details along side mobile number via DM. Thank you. ^ID",
059300f610af8e0d28a7ade9fa602559,VirginAtlantic,"Customer: Hey @VirginAtlantic can you take a travel cot for free or is it a part of your baggage allowance? Thanks!
Support: You can take a pushchair or car seat as part of an infants baggage allowance but not a travel cot - http://t.co/gJvQtoOS
Customer: how much is it to take a travel cot on a flight? Thanks
Support: Our excess baggage charges can be found here: https://t.co/HcUZGSd4NX ^B
Customer: so if I don't take a car seat but wanted to take a travel cot you would charge me £60?! Really?? Easyjet offer for free?
Support: I'm sorry for the disappointment, but we can only offer car seats and pushchairs free of charge ^B
Customer: so my 3yr old can take golf clubs for free but not sleep in a travel cot?! https://t.co/EeAA997lMI
Customer: @VirginAtlantic @VirginAtlantic any changes in this? is travel cot still not considered a need for small kids? thank you
Customer: @VirginAtlantic Nope!!!!",
04bc86897c20bd54c15ec41cab2c2638,JetBlue,"Customer: Can't log into the iPhone app.  Is this a known issue?
Customer: @JetBlue it's now 11-17-17 and this is still a problem??",
8c3c475fbdc591564d5ffba5fec73273,sprintcare,"Customer: I know @115714 better tweet me back with a solutions as to why my text are being sent as email and not my number
Support: does it say @5911.com? U may have the text messaging gateway activated. –DMG
Customer: @5911 KUDOS to Resolution Supv JJ! You made my day ✨✨ w/your professionalism! You are an asset to Sprint. 🙂👍🏼",
7e3d5668768124ec82f8795927ee448e,AirAsiaSupport,"Customer: Hi! My first name and last name are the wrong way around on my ticket ref FCI5QN. The spellings are all correct. Is this a problem?
Customer: Hi, no worries on the name sequence as long as the spelling is correct.
Customer: @561068 @115802 Hi, Our first name and Last name are wrong on booking number XDZJHI, how to change to correct one?
Support: Hi Jessy ,Seems like you have came to Chat for the request.The case is under processing.May check your email in a few hours.-Emir
Customer: Yes, thanks.",
d8422e7a6cf2d9fe5d7aabe514ac4cf7,AldiUK,"Support: Which discontinued Aldi products do you want to make a comeback? Tweet: I’m nuts about Aldi, bring back your.....
Customer: Potatoe scones! Also have you discontinued Bon appetite potatoe au gratin - fingers crossed it was just out of stock??
Support: Hi Claire, please send us a DM or call 0800 042 0800 to find out about local stock levels for our Potato au Gratin. Thanks.",
d8098203ee3f7bef900846ddaa3ee6bf,GWRHelp,"Customer: I'm renewing an annual season ticket. Who shall I write the cheque to?
Support: Cheques must be made payable to First Great Western Ltd. Company cheques can be accepted as payment for annual season tickets.
Customer: Hi do you take company cheques for payment for staff travel?
Support: Hi there. We take company cheques as payment for season tickets but not for individual tickets - Josh
Customer: Ok do you offer a business credit account at all?
Support: For all information business travel please visit https://t.co/cDl9Dk1OZx - Josh",
62c4459b0b88ec8556116510e315f419,Safaricom_Care,"Customer: Can you please assist with skiza tune unsubscription details @Safaricom_Care @119309
Support: Hi, to delete skiza kindly send an SMS to 811 in the format Delete &lt;skiza code&gt; at a cost of 1 kshs, to know song codes in Cont
Customer: @ how do I know the Skiza code? My son was playing with her mum 4n n seem he accepted the Skiza tune while calling a friend
Customer: Hello, kindly advise if it is possible to SET a SKIZATUNE to a GROUP of callers through SMS requests to 811. 

@Safaricom_Care @497004
Support: Hi, it is possible.SMS SET RBT code phone number (without initial zero)e.g SET 7010001 722***** 723****** to 811 at ksh1 ^MM
Customer: Thanks alot. I have multiple SKIZA songs. What SMS commands can I use to set a specific song as the default.
Support: By sending SMS with the word DEFAULT to 811(1shs per SMS). All Skiza tunes are set default to all callers once downloaded.^MM
Customer: If I send an SMS with DEAULT to 811, all the SKIZA tunes are set to default to all callers. They will play randomly
Support: True.^JM
Customer: @ how do I know the Skiza code? I have tried to unsubscribe not working.
Support: Dial *811# &gt; skiza&gt;more&gt; delete tunes, or share your number via DM for assistance.^BD
Customer: thank for the response. I sorted it out .
Support: We're glad, have a good day. ^MA",
0a9a2a5f46cd144e2798d73c8abf2cb3,BofA_Help,"Customer: When I get home I'm taking my ass to bed, fuck sleep Bank of America has gotten on my LAST nerve today
Customer: Hi, Is your problem solved? Really Tired of Bank of America
Support: Call Support at 800.933.6262 for additional help. ^ma
Customer: @333136 I forgot my online id and password and i don't have an ssn please help ASAP",
849b5e516578ca84738418782ff14a87,UPSHelp,"Customer: I ordered hypnosis crystals from eBay a couple weeks ago..they just got here and it was a bag of regular rocks..the UPS man is locked up now
Support: Is there anything we can help you with? Feel free to email further details to __email__ so we can follow up. ^LK @115817
Customer: @115817 your man is locked in a basement. If you expect to get him out, deliver 35 high quality hypnosis crystals to Snake Mountain.
Customer: @UPSHelp @115817 😂 😂 😂 😂",
34910b5b9d513b37c852015018efc4bb,AskCiti,"Customer: The @117157 Virtual Visa Gift Card website sure looks simple, but using it made me realize it's just a convoluted piece of junk. #Embarrassing
Support: Sorry for any issues with the website. Did you need help? Thanks! ^JG
Customer: Error message ""invalid routing number"" actually means ""transfer failed because our system can't handle &gt;1 transfer to same account""
Customer: I did, six and a half months ago when I tweeted that... Now it seems like Citi actually needs the help
Customer: @AskCiti yooo thank you i had this same problem.... ridiculous how it says invalid routing number instead",
